fault_node,node,ua,ua_angle,ub,ub_angle,uc,uc_angle,ia,ia_angle,ib,ib_angle,ic,ic_angle
6,2,6363.7893,-0.0881,6593.9452,-2.0947,6707.7448,2.0849,13.8185,-0.9073,60.8226,2.0241,14.6468,-0.977
6,3,6309.3673,-0.1184,6607.1245,-2.0975,6716.7926,2.088,9.1945,-0.3199,13.9714,2.0012,26.8992,-1.3167
6,4,6257.9217,-0.1473,6632.9564,-2.0961,6695.7874,2.0906,76.5188,-0.9331,23.7348,2.29,27.6573,1.931
6,5,6157.1063,-0.169,6671.3871,-2.1005,6702.38,2.0978,33.5777,-0.0101,69.796,2.3498,66.7578,-0.935
6,6,6044.2589,-0.2009,6752.483,-2.1006,6663.2262,2.1084,223.8264,2.0678,115.158,-0.8989,34.318,2.7451
6,7,6140.7408,-0.1607,6752.6935,-2.0936,6622.073,2.105,11.5872,-2.7027,33.235,-1.2844,59.7945,1.7635
6,8,6155.846,-0.1544,6742.8194,-2.0943,6631.1797,2.1041,10.7035,-0.898,12.0922,2.0095,10.5149,-1.127
6,9,6161.8355,-0.1491,6744.718,-2.0942,6629.24,2.1043,3.5554,1.7457,1.4259,-1.4798,1.1005,-1.3938
6,10,6172.6522,-0.1437,6744.6703,-2.0936,6625.8065,2.104,1.6575,-2.493,13.681,-1.2428,16.8561,1.8687
6,11,6177.2252,-0.1396,6736.0261,-2.0944,6634.8693,2.1032,1.6017,2.865,8.6612,1.8552,2.0211,-1.6443
6,12,6174.5002,-0.143,6735.4967,-2.0947,6636.8461,2.1033,1.447,-1.0598,1.8395,1.8345,2.5181,-1.3635
6,13,6170.7532,-0.146,6737.1635,-2.0946,6635.5598,2.1035,0.4263,3.0489,1.2804,-1.2559,2.7724,1.7933
6,14,6167.2202,-0.1487,6737.3777,-2.0949,6637.3908,2.1037,3.4439,1.5388,6.4803,-1.4115,0.3424,0.6009
6,15,6176.3455,-0.1461,6725.5004,-2.0951,6644.4052,2.1022,0.57,-1.2887,2.6951,-1.3847,2.8204,1.7659
6,16,6183.0821,-0.1435,6713.4072,-2.0955,6652.7369,2.1008,1.5707,2.0325,6.0373,1.7276,6.3029,-1.3811
6,17,6194.68,-0.1415,6704.5686,-2.0953,6655.8882,2.0996,1.4578,-1.948,2.4195,1.6238,0.5885,-1.6756
6,18,6416.4548,-0.0697,6634.1656,-2.0939,6683.0071,2.0897,59.2509,2.162,42.7938,-1.1366,16.4153,2.0125
6,19,6336.8217,-0.1,6651.7256,-2.0942,6675.531,2.0921,123.3631,-0.6368,92.2286,2.303,37.9663,-0.8358
6,20,6203.4655,-0.1255,6727.293,-2.0953,6644.2734,2.1025,137.3226,2.4159,87.3869,-0.804,29.0327,2.5126
6,21,6183.0675,-0.1353,6733.2953,-2.0953,6641.3545,2.1033,4.6687,1.559,0.7643,2.8487,9.157,-1.1183
6,22,6342.1858,-0.092,6605.8963,-2.0953,6705.26,2.0868,24.9308,2.4531,16.8661,-0.7792,1.9946,2.6924
6,23,6294.2987,-0.1048,6628.3674,-2.0961,6698.5083,2.0901,22.1475,2.1508,6.5615,-0.7527,4.0496,-1.6394
6,24,6266.8569,-0.1213,6647.563,-2.0954,6684.6499,2.0922,21.2506,-1.1232,1.9906,2.8706,13.0832,1.818
6,25,6165.9154,-0.1651,6671.5949,-2.1003,6700.8397,2.0977,4.3025,-0.1175,8.2321,-1.4381,2.8472,-1.7098
6,26,6186.8765,-0.1538,6662.1303,-2.0982,6693.6203,2.0955,3.9354,-2.045,3.8511,1.5273,8.299,1.7359
6,27,6208.1991,-0.1399,6656.0436,-2.0983,6697.1819,2.0947,2.2866,1.734,9.277,1.8387,10.2563,-1.3061
6,28,6226.5959,-0.1316,6661.8852,-2.0973,6688.3682,2.095,15.4481,2.0761,7.8419,-1.0384,2.7854,-1.4287
6,29,6219.4338,-0.1338,6672.2659,-2.0971,6682.1804,2.0962,3.3727,1.6034,5.1032,-1.5279,1.0863,1.1514
6,30,6213.6294,-0.1359,6680.4126,-2.0965,6674.7628,2.097,2.5544,-1.246,3.6788,1.8947,0.7733,-1.1363
6,31,6206.5506,-0.1381,6690.438,-2.0962,6668.1154,2.0982,4.1957,1.6924,2.2787,-2.4249,4.1675,-0.7023
6,32,6203.4039,-0.1402,6699.6791,-2.0953,6657.9826,2.0989,4.1056,-1.3094,5.6594,-0.9661,8.9095,2.1037
4,0,6667.0052,-0.0006,6668.3956,-2.0944,6668.3956,2.0944,182.5901,-1.4413,54.1522,1.7003,4.424,1.7003
4,1,6483.9145,-0.0639,6722.6963,-2.0998,6672.8317,2.1041,43.5924,0.2523,20.0353,-1.9451,49.8458,-1.2109
4,2,6320.3272,-0.1201,6740.829,-2.0966,6645.2718,2.1049,29.0073,-1.3487,8.9149,1.8917,37.1078,1.8912
4,3,6168.2635,-0.1626,6767.1471,-2.101,6658.5731,2.1106,52.7447,2.1479,30.4767,-1.2865,21.6409,1.6486
4,4,6059.8972,-0.2115,6752.6232,-2.108,6707.2443,2.112,113.7239,1.7186,31.3009,1.705,66.1814,-1.429
4,5,6120.3633,-0.176,6783.6062,-2.1023,6658.5663,2.1134,43.3882,2.0485,13.5991,-1.4918,5.9174,0.7548
4,6,6179.581,-0.1568,6796.813,-2.0986,6630.0901,2.1133,18.0752,-2.9693,45.9212,-1.0804,70.6738,2.0286
4,7,6228.7285,-0.136,6767.1591,-2.1028,6669.6011,2.1115,14.3757,0.6135,12.7267,2.6005,36.5078,-0.9291
4,8,6232.3745,-0.1335,6766.2373,-2.103,6671.0502,2.1114,3.5863,1.7387,1.6452,-1.3359,2.1959,-1.4288
4,9,6239.6684,-0.1305,6764.6816,-2.1028,6670.2503,2.1111,5.7494,1.9768,7.2971,-1.2829,2.7473,1.8024
4,10,6246.0327,-0.1287,6759.6816,-2.1026,6671.571,2.1104,2.2878,-1.758,5.3408,1.769,1.3411,-1.3821
4,11,6254.0292,-0.1267,6756.8643,-2.1025,6672.3809,2.1099,3.9862,-1.0475,0.8879,2.1393,1.9693,1.8755
4,12,6246.5224,-0.1288,6757.7337,-2.1027,6673.1105,2.1102,1.2314,-1.9298,4.6259,1.7965,1.781,-1.2896
4,13,6241.0756,-0.1308,6762.108,-2.1029,6672.08,2.1108,1.6425,1.2375,3.3994,-1.4235,0.2115,0.3617
4,14,6235.9556,-0.1326,6763.9691,-2.1028,6670.8786,2.111,2.0798,2.2395,1.6931,-1.1932,1.4282,1.9617
4,15,6234.6926,-0.1342,6761.9,-2.1027,6670.9991,2.1107,1.1917,-1.1541,1.843,1.8074,1.3164,-1.249
4,16,6232.2487,-0.1358,6762.4985,-2.1024,6669.4917,2.1107,0.6983,-1.2956,1.2343,-1.2499,1.8152,1.8957
4,17,6228.1343,-0.1374,6761.3687,-2.1025,6670.3696,2.1105,1.4376,1.8533,1.054,1.8971,2.498,-1.2269
4,18,6451.4188,-0.075,6734.8529,-2.0986,6660.1727,2.1052,57.194,-0.7835,16.0475,2.4276,22.7397,1.9542
4,19,6364.2951,-0.0899,6763.5179,-2.1005,6657.7219,2.1099,71.866,2.3727,51.783,-1.0544,16.4908,1.9221
4,20,6282.1639,-0.117,6745.2832,-2.1024,6677.6964,2.1084,16.983,-1.1272,43.7735,1.8855,23.8278,-1.2631
4,21,6269.7799,-0.1207,6752.5479,-2.1027,6675.9007,2.1095,4.9026,1.7694,6.0801,-1.309,0.1322,-0.555
4,22,6309.4274,-0.1232,6741.1604,-2.0972,6648.6187,2.1053,24.475,-0.8291,26.448,2.0686,10.9703,-1.251
4,23,6280.947,-0.1289,6757.99,-2.0981,6646.1386,2.108,23.6989,2.2783,34.677,-1.1286,16.9614,1.8927
4,24,6246.5155,-0.1363,6746.6195,-2.1005,6665.3919,2.1076,6.0972,-0.9013,25.0526,1.8978,18.6904,-1.2757
4,25,6140.7229,-0.1708,6781.2489,-2.1015,6654.958,2.1127,2.723,-1.6224,6.3431,1.9725,0.8409,-0.8801
4,26,6168.687,-0.1642,6783.8031,-2.1007,6648.8169,2.1126,2.9937,-2.9516,13.9136,-1.068,15.093,2.051
4,27,6196.621,-0.1557,6773.3624,-2.1012,6656.8754,2.1115,12.3708,-0.5226,3.6018,3.046,5.9252,-0.8958
4,28,6221.302,-0.1441,6761.7047,-2.1009,6660.4722,2.1098,10.2978,2.1964,6.4217,-0.9877,2.7162,2.0781
4,29,6222.8961,-0.1426,6764.0909,-2.101,6660.411,2.1102,2.6938,2.1632,2.8633,-1.1922,1.4187,2.068
4,30,6225.2044,-0.1418,6763.291,-2.1011,6661.2666,2.1101,2.8189,-1.1049,1.0975,-0.8116,4.3034,2.2295
4,31,6225.8441,-0.1407,6761.6256,-2.1017,6665.2553,2.1102,0.4886,-0.6835,2.5225,2.174,3.6423,-0.7814
4,32,6226.3535,-0.1392,6761.8057,-2.1021,6667.6734,2.1104,0.8126,1.9327,0.4727,-1.224,0.2476,-1.3651
11,0,6667.0697,-0.0006,6668.3956,-2.0944,6668.3956,2.0944,275.5587,-1.0041,70.4781,2.1375,61.9352,-1.0041
11,1,6436.6052,-0.0469,6727.3402,-2.0905,6616.5959,2.1001,104.1405,2.8571,25.0185,-0.4137,70.7725,2.0501
11,2,6350.2491,-0.0665,6725.3732,-2.0949,6642.8744,2.1021,18.1994,-0.1947,44.8019,1.9043,54.9909,-1.3177
11,3,6307.7355,-0.0784,6747.7223,-2.094,6626.6225,2.1045,16.5804,2.2591,11.2552,-0.9867,5.6549,2.3169
11,4,6267.5467,-0.094,6765.8795,-2.0927,6610.429,2.1063,24.8796,-0.8639,4.9553,2.668,8.4609,1.6731
11,5,6213.2044,-0.1057,6784.2053,-2.0932,6604.4161,2.109,1.8885,-0.0683,11.0739,2.0791,9.2123,-1.0715
11,6,6149.7055,-0.1216,6816.8132,-2.0928,6585.7058,2.1131,27.2091,2.3985,33.9833,-1.1209,24.9194,1.9676
11,7,6092.8663,-0.1391,6816.379,-2.094,6593.552,2.1137,18.7848,-0.8477,2.7755,-1.3034,8.3062,2.0291
11,8,6013.1407,-0.157,6823.3186,-2.0969,6607.4266,2.116,33.5353,2.1342,11.9158,-1.2397,4.9363,-1.0071
11,9,5969.4219,-0.1717,6824.6527,-2.0978,6611.8769,2.1166,21.1462,-0.834,21.3115,1.9703,11.2388,-1.2469
11,10,5917.0942,-0.1852,6846.589,-2.0982,6604.1977,2.1197,33.5793,2.0843,15.8722,-1.0958,4.7603,-1.7297
11,11,5886.5492,-0.2054,6856.5671,-2.096,6586.004,2.12,162.2665,1.9834,22.6566,-1.2719,13.1919,1.6927
11,12,5920.6076,-0.1895,6841.7862,-2.0961,6593.4819,2.118,34.2336,2.5016,22.2985,-0.7409,10.1258,2.4235
11,13,5962.8961,-0.1784,6818.4828,-2.096,6604.5088,2.1149,25.8841,-0.7739,30.8905,2.2219,6.9506,-0.7819
11,14,6001.7506,-0.1654,6813.4302,-2.0973,6614.4385,2.1149,21.7734,-0.6616,18.207,1.8433,22.81,-1.2573
11,15,6022.0367,-0.1569,6823.1596,-2.0961,6602.3544,2.1156,3.5796,2.2098,6.2165,-1.5107,7.0809,1.6198
11,16,6044.95,-0.1477,6823.9002,-2.0958,6600.5768,2.1155,19.0444,2.1937,6.7625,-1.176,2.4968,-1.0339
11,17,6070.6782,-0.1428,6819.3815,-2.095,6597.8305,2.1145,10.0604,-0.7411,2.8567,-1.6512,5.1778,1.9428
11,18,6366.1924,-0.0701,6755.4193,-2.0918,6609.8374,2.1044,42.1499,-0.0044,29.3385,-1.5185,10.8942,-0.6931
11,19,6235.2239,-0.103,6777.6771,-2.0903,6590.1832,2.1066,21.4119,-1.6856,14.3791,1.9077,28.281,2.1134
11,20,6105.9993,-0.1344,6808.2365,-2.0935,6594.4636,2.1123,20.9851,2.3453,30.3786,1.9455,26.7967,-1.1192
11,21,6002.633,-0.168,6855.2691,-2.0947,6578.8463,2.1192,25.1314,1.8959,59.4907,-1.1209,26.8462,2.0285
11,22,6336.8199,-0.0707,6732.1192,-2.0945,6637.5857,2.1028,24.2869,-0.7978,7.8807,2.5079,7.3064,1.6865
11,23,6304.474,-0.0759,6745.5824,-2.0951,6634.5079,2.1048,33.8224,2.2522,12.4348,-0.816,7.8125,-1.5857
11,24,6278.4589,-0.0877,6758.7403,-2.0936,6619.2301,2.1058,10.5201,-1.3041,1.9469,-1.5132,11.2544,1.751
11,25,6215.3128,-0.1051,6783.0874,-2.0934,6606.1205,2.1089,1.3018,2.2829,0.9044,-0.9225,0.2758,-2.6641
11,26,6221.6255,-0.1035,6779.4884,-2.0938,6610.051,2.1086,1.5383,-0.839,0.6639,-1.7584,1.4354,1.6539
11,27,6226.1549,-0.1017,6775.3617,-2.0944,6615.4078,2.1084,3.5387,1.9724,1.8082,-1.1435,1.637,-1.2855
11,28,6230.7888,-0.1006,6772.0045,-2.0944,6617.3407,2.108,8.6054,0.0041,10.2258,2.2237,16.1263,-1.0907
11,29,6207.2154,-0.1077,6783.4503,-2.0933,6604.9739,2.1089,4.8425,-1.7846,7.7587,-1.0194,14.2366,2.0517
11,30,6167.1341,-0.1163,6790.4788,-2.0939,6605.0306,2.1101,12.0229,2.1667,1.9929,1.4493,7.1799,-1.3222
11,31,6142.5589,-0.1265,6799.6643,-2.0931,6595.9693,2.111,22.0214,-0.919,2.4094,2.7299,11.0816,1.8958
11,32,6105.1557,-0.1326,6807.891,-2.0944,6599.664,2.1127,15.5157,2.3858,1.8019,0.3184,5.3932,-1.1606
29,0,6666.9978,-0.0006,6668.3956,-2.0944,6668.3956,2.0944,337.3984,-0.9924,103.5289,2.1492,38.9942,-0.9924
29,1,6401.1887,-0.0436,6749.9577,-2.096,6637.6752,2.1059,35.6685,-1.4503,46.1016,2.1172,18.4808,1.9171
29,2,6207.5035,-0.078,6842.6918,-2.0992,6611.6777,2.1197,95.8544,2.5753,26.4729,0.0423,20.4509,-1.5025
29,3,6153.9342,-0.0929,6854.9219,-2.0994,6607.0482,2.1214,10.8978,2.3858,4.6413,-1.0698,5.8787,1.8419
29,4,6127.3141,-0.1024,6858.9515,-2.1,6609.094,2.1223,5.8071,1.988,7.9244,-1.4175,5.6351,1.6686
29,5,6104.9329,-0.1113,6856.1531,-2.101,6616.1099,2.1224,13.0236,-0.911,41.2521,1.8504,33.4762,-1.3202
29,6,6132.5834,-0.1027,6833.0966,-2.1016,6630.8467,2.1196,7.7327,2.4103,7.9236,1.5444,9.3323,-1.4172
29,7,6162.3571,-0.0982,6823.0427,-2.101,6632.2469,2.118,17.0532,0.0886,8.5281,-1.4515,14.1048,-1.2896
29,8,6143.5248,-0.1035,6818.4705,-2.1,6628.096,2.1169,6.619,-2.2441,4.2518,2.1242,9.3718,2.0161
29,9,6149.766,-0.1022,6816.4628,-2.0996,6626.8955,2.1164,3.8214,-0.7887,2.0635,2.0946,1.176,-1.7537
29,10,6155.3964,-0.1002,6816.0491,-2.099,6623.249,2.1161,1.3726,2.2204,3.1489,-1.2561,2.6589,1.7611
29,11,6161.0762,-0.0981,6812.1681,-2.0987,6623.5154,2.1154,4.7443,-2.2876,10.9051,1.776,1.0228,-1.1311
29,12,6139.9884,-0.1041,6821.0515,-2.0995,6623.9572,2.117,3.0961,1.74,9.8098,-1.3975,5.7256,1.7448
29,13,6119.3325,-0.1091,6818.6499,-2.1006,6631.9488,2.1172,1.9655,1.9618,2.812,1.7342,3.3368,-1.3714
29,14,6104.3401,-0.114,6819.6981,-2.1012,6634.9532,2.1176,19.1119,1.9937,16.1028,-1.3634,3.4931,1.5656
29,15,6072.7616,-0.1275,6803.7002,-2.1022,6648.4548,2.116,8.6618,-0.2435,43.431,1.9365,50.3145,-1.1839
29,16,6043.2346,-0.145,6830.5688,-2.0985,6613.3521,2.1177,9.2927,-1.7162,27.8651,-1.119,42.4806,2.0032
29,17,5984.7484,-0.1652,6833.0936,-2.0996,6618.8786,2.1186,15.835,2.0199,9.5592,1.7876,13.8704,-1.3154
29,18,6350.004,-0.0514,6760.7716,-2.0982,6645.1604,2.1084,29.4579,1.9548,19.6103,-1.2105,8.5219,-1.2039
29,19,6272.909,-0.0668,6763.2838,-2.0996,6652.0977,2.1094,14.668,-0.9005,66.8328,1.9741,50.2568,-1.1764
29,20,6213.634,-0.0841,6809.4344,-2.0984,6623.1019,2.1149,28.762,2.4927,56.0764,-1.1036,50.4628,1.9243
29,21,6188.6729,-0.0911,6811.5565,-2.0984,6621.9966,2.1152,0.9768,-1.0572,1.2593,-1.2018,2.077,1.9459
29,22,6162.0803,-0.092,6876.7252,-2.0991,6595.4461,2.1242,40.8928,2.0194,135.0327,-1.1568,85.3807,1.9823
29,23,6044.3357,-0.1189,6844.322,-2.1032,6635.1366,2.1219,18.3017,-1.2931,129.8668,1.9596,84.5349,-1.1783
29,24,5975.2692,-0.1453,6902.875,-2.1029,6606.2798,2.1296,27.1433,-0.2574,27.9347,-1.6392,18.9753,1.6842
29,25,6079.7786,-0.1214,6880.1767,-2.1002,6600.2311,2.1252,61.3172,-0.5353,43.9888,2.7403,16.067,0.1672
29,26,5994.849,-0.1397,6948.8272,-2.1002,6568.6367,2.1345,84.3137,2.4162,98.0658,-0.9645,47.1122,2.1559
29,27,5952.9102,-0.1579,6934.1484,-2.1007,6578.3962,2.1327,48.5262,-1.0436,34.724,1.8735,2.1662,-2.0954
29,28,5878.9095,-0.1736,6957.0792,-2.1033,6583.7377,2.137,166.2803,2.1467,156.5358,-1.1826,58.4814,1.9298
29,29,5808.1744,-0.2276,6879.8963,-2.1048,6628.352,2.1274,106.2505,1.8927,42.0471,1.652,34.1033,-1.3792
29,30,5864.0826,-0.2113,6864.0837,-2.1034,6627.0487,2.1246,12.0399,0.1684,6.946,-1.847,9.8022,-1.3645
29,31,5906.1349,-0.1976,6847.2052,-2.1006,6618.282,2.121,8.2754,-2.5086,19.6817,1.7933,1.7692,0.7178
29,32,5957.1879,-0.1838,6845.5656,-2.0987,6607.7955,2.1199,25.9965,-1.0353,9.7081,-1.3643,20.3347,1.8815
14,0,6666.9198,-0.0006,6668.3956,-2.0944,6668.3956,2.0944,217.2971,-1.3484,14.814,-1.3484,62.7736,1.7932
14,1,6418.7011,-0.0551,6651.4735,-2.1053,6740.1019,2.0976,46.075,-0.0788,39.8483,2.0,61.619,-1.3475
14,2,6333.0941,-0.0848,6630.8187,-2.1041,6742.8303,2.0943,46.2356,-1.2713,106.1056,1.8551,48.6028,-1.294
14,3,6276.1383,-0.1002,6675.5257,-2.1049,6725.8979,2.1005,8.8244,0.7992,14.2464,-1.6092,3.0439,1.0685
14,4,6214.122,-0.116,6714.1962,-2.1051,6708.3112,2.1056,27.1247,2.3766,22.9843,-0.9457,15.0686,2.0535
14,5,6168.697,-0.1326,6734.3845,-2.1061,6704.8525,2.1088,18.0258,-1.1279,31.0757,1.8775,13.7093,-1.2923
14,6,6114.594,-0.1497,6783.3671,-2.1072,6688.0646,2.1157,28.0809,1.8191,48.1027,-1.3104,14.0718,1.8289
14,7,6070.9535,-0.1668,6790.6921,-2.1068,6682.1277,2.1165,6.1687,-1.2254,28.4693,-1.298,31.9279,1.8452
14,8,5991.0397,-0.1906,6777.0721,-2.1095,6704.717,2.116,24.2699,2.2192,76.1923,1.8041,53.2026,-1.2976
14,9,6001.2536,-0.1886,6781.2494,-2.1089,6699.0814,2.1162,7.3448,-0.7854,2.0497,-0.3807,2.4337,-2.7505
14,10,6008.1738,-0.1855,6785.2955,-2.108,6691.8779,2.1163,2.1209,2.8612,2.8197,2.3029,2.8361,1.2829
14,11,6013.2,-0.1838,6789.2911,-2.1078,6688.6527,2.1168,36.0816,2.4434,23.5545,-0.8597,14.8458,2.0775
14,12,5967.7654,-0.2038,6811.8637,-2.1092,6686.4343,2.1204,17.1912,1.85,21.4744,-1.3152,3.7951,1.8195
14,13,5934.3988,-0.2257,6809.0635,-2.1094,6689.2328,2.1202,24.3597,-1.2423,44.6368,1.8551,12.7978,-1.2913
14,14,5900.4133,-0.2412,6840.2605,-2.1105,6681.2594,2.1248,167.4858,1.8519,117.4896,-1.3017,36.5683,1.828
14,15,5932.5539,-0.2293,6825.2624,-2.11,6685.1957,2.1226,29.1588,-0.9971,20.7014,1.9883,9.8119,-1.2813
14,16,5947.31,-0.2152,6826.4788,-2.1092,6680.0795,2.1224,12.1889,1.8513,14.6211,-1.3734,6.3898,1.7221
14,17,5984.5038,-0.1935,6807.1032,-2.1081,6682.4029,2.1193,3.6344,-1.9596,2.0184,-0.6489,12.2343,1.8736
14,18,6339.7633,-0.0702,6668.9658,-2.1067,6739.7799,2.1005,85.4616,2.3129,38.8197,1.5217,52.8712,-1.3704
14,19,6264.1349,-0.1066,6727.0727,-2.1045,6698.6412,2.107,59.6264,-0.9245,15.1977,-2.1674,38.126,1.7062
14,20,6142.7961,-0.1399,6778.902,-2.1066,6686.27,2.1148,65.6512,2.0528,70.4049,-1.199,20.4748,1.9343
14,21,6082.7937,-0.165,6759.1614,-2.107,6698.1296,2.1124,43.8484,-0.8478,47.5198,2.0443,18.5554,-1.1285
14,22,6314.186,-0.0935,6650.605,-2.1034,6729.3761,2.0965,3.0949,1.4443,21.7969,-1.3451,15.9195,1.8006
14,23,6268.067,-0.1118,6674.0255,-2.1029,6714.9049,2.0993,30.5786,-1.06,3.2535,2.5709,20.806,1.906
14,24,6221.1694,-0.1207,6688.6501,-2.1053,6722.0338,2.1024,20.7474,1.76,3.6218,2.5976,26.7475,-1.1219
14,25,6169.7754,-0.1326,6731.724,-2.1061,6705.7173,2.1084,5.0678,1.7661,6.426,-1.3961,0.9155,1.6911
14,26,6175.1915,-0.1321,6723.0537,-2.1057,6707.6283,2.1071,2.1911,-2.0759,3.4404,1.0355,1.7532,-1.4669
14,27,6180.4864,-0.1318,6714.4589,-2.1051,6708.3518,2.1057,1.6196,-0.8105,3.1261,2.2663,0.5907,-1.0584
14,28,6185.3229,-0.132,6707.2445,-2.1046,6708.557,2.1044,34.6832,-1.4522,36.7243,1.7988,12.6362,2.108
14,29,6141.8482,-0.1429,6738.5885,-2.1067,6706.1267,2.1096,22.6686,0.8946,34.8428,-1.419,1.2755,0.9169
14,30,6093.8596,-0.1525,6753.4584,-2.1074,6703.4659,2.1119,14.1693,-0.5008,15.2944,2.3744,3.9582,-0.7994
14,31,6039.1516,-0.1627,6778.2234,-2.1085,6698.173,2.1156,51.438,2.5583,24.1146,-0.6156,7.1059,2.3013
14,32,6009.9324,-0.1761,6790.4214,-2.1094,6697.7327,2.1177,9.2638,1.6358,1.9169,2.3312,13.3625,-1.2773
0,0,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,0.0,0.0,0.0,0.0,0.0
0,1,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,0.0,0.0,0.7854,0.0,0.7854
0,2,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,1.5708,0.0,0.0,0.0,0.0
0,3,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,-1.4464,0.0,3.1416,0.0,3.1416
0,4,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,0.0,0.0,0.7854,0.0,0.7854
0,5,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,1.8158,0.0,1.5708,0.0,1.5708
0,6,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,1.8158,0.0,2.0344,0.0,2.0344
0,7,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,1.4056,0.0,0.0,0.0,0.0
0,8,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,3.1416,0.0,-1.7359,0.0,-1.7359
0,9,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,0.0,0.0,-2.0344,0.0,-2.0344
0,10,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,-1.3854,0.0,0.0,0.0,0.0
0,11,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,-1.8158,0.0,-2.0344,0.0,-2.0344
0,12,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,0.0,0.0,0.0,0.0,0.0
0,13,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,-1.5708,0.0,-1.5708,0.0,-1.5708
0,14,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,1.4464,0.0,1.4464,0.0,1.4464
0,15,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,-1.5084,0.0,-1.6332,0.0,-1.6332
0,16,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,0.7854,0.0,1.5708,0.0,1.5708
0,17,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,-1.4464,0.0,-1.5708,0.0,-1.5708
0,18,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,1.5708,0.0,1.5708,0.0,1.5708
0,19,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,0.0,0.0,2.0344,0.0,2.0344
0,20,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,1.1584,0.0,1.2966,0.0,1.2966
0,21,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,3.1416,0.0,3.1416,0.0,3.1416
0,22,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,-0.852,0.0,0.852,0.0,0.852
0,23,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,1.5708,0.0,3.1416,0.0,3.1416
0,24,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,0.0,0.0,2.3562,0.0,2.3562
0,25,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,0.0,0.0,-1.5708,0.0,-1.5708
0,26,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,1.8158,0.0,1.8158,0.0,1.8158
0,27,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,1.5708,0.0,3.1416,0.0,3.1416
0,28,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,-0.6747,0.0,-1.1071,0.0,-1.1071
0,29,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,-1.8158,0.0,-1.5708,0.0,-1.5708
0,30,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,1.3258,0.0,1.3258,0.0,1.3258
0,31,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,0.0,0.0,1.5084,0.0,1.5084
0,32,6667.8737,-0.0007,6668.3956,-2.0944,6668.3956,2.0944,0.0,0.0,0.0,1.8158,0.0,1.8158
11,0,6666.9365,-0.0006,6668.3956,-2.0944,6668.3956,2.0944,185.0608,-1.378,73.3286,1.7636,40.7941,-1.378
11,1,6488.9465,-0.0632,6738.9225,-2.0937,6629.1602,2.1032,35.9591,-0.8434,86.6149,-1.397,100.7352,1.7794
11,2,6367.736,-0.09,6713.7735,-2.1011,6685.029,2.1036,23.4244,0.125,30.534,1.922,53.1622,-1.3278
11,3,6311.6665,-0.1075,6707.7179,-2.1001,6682.1074,2.1023,5.8394,-2.976,15.0694,1.7247,0.4188,-2.2705
11,4,6271.118,-0.123,6719.312,-2.1006,6679.7067,2.1041,8.0359,-1.6119,5.4334,1.6029,6.6586,1.6654
11,5,6212.2795,-0.1424,6740.1373,-2.1033,6685.2915,2.1081,27.9071,-0.4458,29.1051,2.1944,33.2088,-1.1923
11,6,6144.6833,-0.162,6779.8046,-2.1023,6660.243,2.1129,3.202,1.9365,8.4237,-1.1436,5.6971,1.9991
